user_id,problem_id,assistment_id,rt,rt_first,std_hint,bottom_hint,hint_per_sec,first_action,new_correct,attempt_count,Average_confidence(FRUSTRATED),Average_confidence(CONFUSED),Average_confidence(CONCENTRATING),Average_confidence(BORED)
92774,85714,47196,7.452,7.449,-0.335589312,0,-0.045033456,0,1,1,0.361323,0,0.766925,0
92774,85737,47219,15.895,15.892,-0.20462774,0,-0.012873718,0,1,1,0.361323,0,0.766925,0.442968
92774,85794,47276,8.689,8.686,0,0,0,0,1,1,0.361323,0,0.766925,0.442968
92774,85807,47289,3.959,3.95,-0.254984064,0,-0.064406179,0,1,1,0.361323,0,0.766925,0
92774,85816,47298,3.504,3.501,-0.181052944,0,-0.051670361,0,1,1,0.361323,0,0.766925,0.442968
92774,85853,47335,3.243,3.24,-0.214108956,0,-0.06602188,0,1,1,0.361323,0,0.766925,0
92774,86208,47607,6.596,6.594,-0.370316563,0,-0.056142596,0,1,1,0.361323,0.984127,0.766925,0.762689
92774,86212,47611,8.666,8.664,-0.422018086,0,-0.048698141,0,1,1,0.361323,0,0.766925,0
92774,86217,47616,20.405,20.395,-0.508671381,0,-0.024928762,0,1,1,0.361323,0,0.766925,0.442968
92774,86229,47628,5.5,5.498,-0.50359823,0,-0.091563314,0,1,1,0.361323,0,0.766925,0.762689
92774,86325,47724,34.091,34.089,-0.289452416,0,-0.008490582,0,1,1,0.361323,0,0.766925,0
92774,86354,47753,81.137,81.133,-0.331488566,0,-0.004085541,0,1,1,0.361323,0,0.336529,0.442968
92774,86358,47757,39.285,39.282,-0.397491667,0,-0.010118154,0,1,1,0.361323,0,0.766925,0
92774,86467,47865,50.174,50.047,-0.593418082,0,-0.011827203,0,1,1,0.361323,0,0.766925,0.442968
92774,86491,47888,95.433,20.835,1.229275701,0,0.012881034,1,0,2,0.361323,0,0.766925,0.442968
92774,86494,47891,29.283,29.163,-0.424860784,0,-0.014508786,0,1,1,0.361323,0,0.766925,0
92774,86563,47960,52.977,52.926,-0.513201481,0,-0.009687251,0,1,1,0.361323,0,0.766925,0
92774,86779,48174,11.02,11.011,-0.386261109,0,-0.035050917,0,1,1,0.361323,0,0.766925,0.615385
92774,86794,48189,18.173,18.164,-0.288563363,0,-0.015878686,0,1,1,0.361323,0,0.766925,0.22695
92774,86887,48280,8.958,8.955,-0.552587415,0,-0.061686472,0,1,1,0.361323,0,0.766925,0.22695
92774,87028,48415,13.563,13.56,-0.304494169,0,-0.022450355,0,0,1,0.361323,0,0.766925,0.181818
92774,87035,48422,95.152,95.029,-0.509062268,0,-0.00534999,0,1,1,0.361323,0,0.766925,0.697987
92774,87047,48434,34.763,34.743,-0.382681038,0,-0.011008286,0,1,1,0.361323,0,0.766925,0.285714
92774,87060,48447,99.057,81.768,-0.407997314,0,-0.004118814,0,0,2,0.361323,0,0.766925,0.221484
92774,87061,48448,17.342,17.338,-0.355849179,0,-0.020519501,0,1,1,0.361323,0,0.766925,0
92774,87109,48496,38.841,38.801,-0.494276275,0,-0.012725632,0,0,1,0.361323,0,0.766925,0
92774,87113,48500,2.941,2.939,-0.512389647,0,-0.174222933,0,0,1,0.361323,0,0.766925,0.051613
92774,87126,48513,80.683,80.606,-0.454898977,0,-0.005638102,0,1,1,0.361323,0,0.766925,0
92774,87128,48515,13.208,13.136,-0.515780034,0,-0.039050578,0,0,1,0.361323,0,0.766925,0.22695
92774,87472,48792,7.242,7.239,-0.381595374,0,-0.052691988,0,1,1,0.361323,0,0.766925,0.615385
92774,87490,48810,25.078,25.066,-0.306622636,0,-0.012226758,0,1,1,0.361323,0,0.766925,0.22695
92774,87495,48815,7.362,7.359,-0.259606056,0,-0.03526298,0,1,1,0.361323,0,0.766925,0.615385
92774,87721,49041,18.31,18.307,-0.396166119,0,-0.021636599,0,1,1,0.361323,0,0.766925,0.442968
92774,87769,49089,15.355,15.35,-0.434528978,0,-0.028298859,0,1,1,0.361323,0,0.766925,0.697987
92774,87814,49134,41.707,41.7,-0.472161692,0,-0.011320922,0,1,1,0.361323,0,0.766925,0.051613
92774,87816,49136,5.518,5.514,-0.409630012,0,-0.074235232,0,1,1,0.361323,0.946565,0.766925,0
92774,87817,49137,12.608,12.605,-0.506594972,0,-0.040180439,0,0,1,0.361323,0,0.766925,0.22695
92774,87839,49159,19.254,19.247,-0.398509206,0,-0.020697476,0,1,1,0.361323,0,0.766925,0.285714
92774,87887,49207,13.189,13.186,-0.398207303,0,-0.03019238,0,0,1,0.361323,0,0.766925,0.697987
92774,87891,49211,10.25,10.248,-0.495608163,0,-0.048352016,0,0,1,0.361323,0,0.766925,0.181818
92774,87926,49241,6.481,6.477,-0.117853972,0,-0.018184535,0,1,1,0.361323,0,0.766925,0
92774,87983,49298,23.4,23.399,-0.354489744,0,-0.015149134,0,1,1,0.775,0,0.766925,0.912281
92774,88017,49332,17.303,17.29,-0.151627036,0,-0.008763049,0,1,1,0.361323,0.96875,0.336529,0.442968
92774,88035,49350,28.185,28.182,-0.175433551,0,-0.006224359,0,1,1,0.361323,0,0.336529,0.442968
92774,88061,49376,32.511,32.509,-0.283353721,0,-0.008715626,0,1,1,0.361323,0,0.766925,0
92774,88070,49385,36.842,36.84,-0.350528528,0,-0.009514373,0,1,1,0.361323,0,0.336529,0.442968
92774,88200,49508,11.679,11.677,-0.476112674,0,-0.040766562,0,1,1,0.361323,0,0.766925,0.442968
92774,88218,49526,5.581,5.577,-0.259974035,0,-0.046581981,0,1,1,0.361323,0,0.766925,0.173913
92774,88248,49556,16.663,16.653,-0.399614124,0,-0.023982123,0,1,1,0.361323,0,0.766925,0.442968
92774,88292,49600,6.364,6.361,-0.160433072,0,-0.025209471,0,1,1,0.361323,0,0.336529,0.22695
92774,88312,49620,14.236,14.233,-0.260659924,0,-0.018309913,0,1,1,0.361323,0.978947,0.336529,0.285714
92774,88322,49630,8.185,8.182,-0.213847512,0,-0.026126758,0,1,1,0.361323,0,0.336529,0
92774,88336,49644,5.821,5.817,-0.268773628,0,-0.046173102,0,1,1,0.361323,0,0.766925,0
92774,88386,49690,66.277,51.881,1.5450992,1,0.023312751,0,0,2,0.361323,0.2,0.4226082,0.3543744
92774,88394,49698,105.294,85.779,2.08493331,1,0.019801065,0,0,3,0.361323,0,0.336529,0.1784635
92774,88411,49715,5.77,5.766,-0.272412376,0,-0.04721185,0,1,1,0.361323,0,0.766925,0.22695
92774,88429,49733,6.336,6.334,-0.282018165,0,-0.044510443,0,1,1,0.361323,0,0.766925,0.442968
92774,88469,49773,14.382,6.167,-0.41113138,0,-0.028586523,0,0,2,0.361323,0,0.766925,0.442968
92774,88476,49780,9.198,9.194,-0.354358166,0,-0.038525567,0,1,1,0.361323,1,0.766925,0
92774,88477,49781,6.466,6.455,-0.468440512,0,-0.072446723,0,1,1,0.361323,0.984127,0.766925,0
92774,88478,49782,7.954,7.948,-0.408592954,0,-0.051369494,0,1,1,0.361323,0,0.766925,0.173913
92774,88480,49784,9.84,9.832,-0.423685983,0,-0.043057519,0,1,1,0.361323,0,0.766925,0.762689
92774,88486,49790,11.885,11.881,-0.377833436,0,-0.031790781,0,1,1,0.361323,0,0.766925,0.22695
92774,88489,49793,11.079,8.88,-0.396037363,0,-0.035746671,0,0,2,0.583259,0,0.766925,0.221484
92774,88490,49794,5.935,5.931,-0.446115464,0,-0.075166885,0,1,1,0.361323,0,0.766925,0.173913
92774,88895,50070,6.781,6.773,-0.318752488,0,-0.047006708,0,1,1,0.361323,0,0.766925,0.442968
92774,88904,50079,26.089,26.072,-0.136082763,0,-0.005216097,0,1,1,0.361323,0,0.766925,0.442968
92774,88963,50138,13.05,13.042,-0.332386315,0,-0.025470216,0,1,1,0.361323,0,0.766925,0.442968
92774,89601,50687,2.451,2.448,0,0,0,0,1,1,0.361323,0,0.766925,0
92774,89636,50722,2.866,2.863,0,0,0,0,1,1,0.361323,0,0.766925,0.442968
92774,89665,50751,4.981,4.978,-0.249687495,0,-0.050127985,0,1,1,0.361323,0,0.766925,0
92774,89670,50756,5.081,5.069,-0.254328407,0,-0.050054794,0,1,1,0.361323,0,0.766925,0
92774,89698,50784,17.426,17.417,-0.275214119,0,-0.015793304,0,1,1,0.361323,0,0.766925,0
92774,89726,50812,7.684,7.67,-0.21615807,0,-0.02813093,0,1,1,0.361323,0.911765,0.766925,0
92774,89821,50907,54.165,54.158,-0.417051404,0,-0.007699647,0,1,1,0.361323,0,0.766925,0.22695
92774,89826,50912,16.455,16.453,-0.352009781,0,-0.021392269,0,1,1,0.361323,0,0.766925,0.22695
92774,89856,50942,10.876,10.873,-0.448166314,0,-0.041206906,0,1,1,0.361323,1,0.3,0
92774,89858,50944,19.098,19.096,-0.421084779,0,-0.022048632,0,0,1,0.361323,0,0.766925,0.173913
92774,89859,50945,4.447,4.444,-0.398135749,0,-0.089529064,0,1,1,0.361323,0,0.766925,0
92774,89882,50968,24.021,24.018,-0.393319626,0,-0.016373991,0,1,1,0.361323,0,0.766925,0.442968
92774,89883,50969,18.297,18.292,-0.430680586,0,-0.023538317,0,1,1,0.361323,0,0.766925,0.22695
92774,89903,50989,12.704,12.696,-0.29171415,0,-0.022962386,0,1,1,0.361323,0,0.766925,0.285714
92774,89911,50997,26.169,8.243,-0.419301579,0,-0.016022835,0,0,2,0.361323,0,0.766925,0.442968
92774,89920,51006,8.396,8.394,-0.416433373,0,-0.04959902,0,0,1,0.361323,0,0.766925,0
92774,89929,51015,17.647,17.644,-0.418693321,0,-0.023726034,0,1,1,0.361323,0,0.766925,0.22695
92774,89930,51016,18.354,18.343,-0.400169882,0,-0.02180287,0,0,1,0.361323,0,0.766925,0.615385
92774,89931,51017,18.945,18.943,-0.392244205,0,-0.020704366,0,0,1,0.361323,0,0.766925,0.762689
92774,89933,51019,6.989,6.987,-0.364136025,0,-0.052101306,0,0,1,0.361323,0,0.766925,0.442968
92774,89934,51020,16.425,4.315,-0.363294548,0,-0.02211839,0,0,3,0.361323,0,0.766925,0.22695
92774,89935,51021,37.192,22.602,-0.373918202,0,-0.010053727,0,0,2,0.361323,0,0.766925,0.221484
92774,89952,51038,3.865,3.86,-0.334805803,0,-0.086625046,0,1,1,0.361323,0,0.766925,0.22695
92774,89958,51044,4.745,4.743,-0.227132257,0,-0.047867704,0,1,1,0.361323,0,0.766925,0
92774,89963,51049,6.307,6.303,-0.256644666,0,-0.040692035,0,1,1,0.361323,0,0.766925,0
92774,89964,51050,9.619,9.615,-0.358038778,0,-0.037222037,0,1,1,0.361323,0,0.336529,0
92774,90167,51133,102.097,18.883,2.107128126,1,0.020638492,0,0,3,0.462485,0,0.766925,0.2885936
92774,90218,51184,40.865,40.848,-0.598597648,0,-0.014648174,0,1,1,0.361323,0,0.766925,1
92774,90968,51644,74.093,74.09,-0.307315245,0,-0.004147696,0,1,1,0.361323,0,0.766925,0.173913
92774,90974,51650,17.168,17.16,-0.315492906,0,-0.0183768,0,1,1,0.361323,0,0.766925,0.173913
92774,90979,51655,45.842,37.015,3.111908681,1,0.067883353,0,0,2,0.462485,0,0.766925,0.3997644
92774,90982,51658,19.936,19.927,-0.350152129,0,-0.017563811,0,1,1,0.361323,1,0.766925,0.285714
92774,90984,51660,22.675,22.672,-0.322697524,0,-0.014231423,0,1,1,0.361323,0,0.766925,0.952381
92774,90989,51665,25.203,25.201,-0.308969786,0,-0.012259246,0,1,1,0.361323,0,0.766925,0.173913
92774,90991,51667,75.992,75.934,-0.324883295,0,-0.00427523,0,1,1,0.821192,0,0.766925,0
92774,90992,51668,129.23,84.372,-0.303611246,0,-0.002349387,0,0,2,0.361323,0,0.766925,0.3813445
92774,91000,51676,20.828,20.819,-0.769340379,0,-0.036937794,0,1,1,0.361323,0,0.766925,0.762689
92774,91015,51691,87.57,76.584,1.205522158,1,0.013766383,0,0,2,0.867133,0,0.766925,0.442968
92774,91029,51705,38.954,11.832,-0.541713823,0,-0.013906501,0,0,2,0.361323,0,0.766925,0.334959
92774,91056,51732,75.194,38.009,-0.34063471,0,-0.004530078,0,0,2,0.361323,0,0.766925,0.221484
92774,91057,51733,184.134,116.409,2.773990289,1,0.015065063,0,0,2,0.462485,0.6,0.766925,0.3111708
92774,91066,51742,118.014,98.907,1.535488058,1,0.013011067,0,0,2,0.361323,0,0.766925,0.442968
92774,91082,51758,181.967,181.869,-0.505985066,0,-0.002780642,0,1,1,0.361323,0,0.766925,0
92774,91096,51772,323.018,295.053,-0.472818879,0,-0.001463754,0,0,2,0.361323,0,0.766925,0
92774,91111,51787,124.428,124.425,-0.535416145,0,-0.00430302,0,1,1,0.361323,0,0.766925,0.442968
92774,91114,51790,11.565,5.135,2.724565252,1,0.235587138,1,0,1,0.361323,0,0.766925,0.442968
92774,91118,51794,214.892,214.857,-0.448175002,0,-0.002085583,0,1,1,0.361323,0,0.766925,0
92774,91516,52187,20.921,20.918,-0.268938867,0,-0.012854972,0,1,1,0.361323,0,0.766925,0
92774,91521,52192,76.408,76.373,-0.481459148,0,-0.006301162,0,1,1,0.361323,0,0.766925,0.442968
92774,91525,52196,300.589,147.289,2.743824234,1,0.009128159,0,0,2,0.361323,0,0.766925,0.57201675
92774,91531,52202,165.574,165.571,-0.631626442,0,-0.003814768,0,1,1,0.361323,0,0.766925,0
92774,91539,52210,140.739,140.737,-0.707106781,0,-0.005024242,0,0,1,0.361323,0,0.766925,0.762689
92774,91572,52243,43.676,25.145,2.970960115,1,0.068022715,0,0,2,0.361323,0,0.766925,0.442968
92774,91595,52266,20.265,20.255,-0.46788493,0,-0.023088326,0,1,1,0.361323,0,0.766925,1
92774,92367,52687,194.804,173.74,-0.339584985,0,-0.001743214,0,0,2,0.361323,0,0.766925,0
92774,92368,52688,239.011,87.619,-0.347348572,0,-0.001453274,0,0,2,0.361323,0,0.766925,0
92774,92386,52706,48.229,48.215,-0.304828675,0,-0.006320444,0,1,1,0.361323,0,0.766925,0
92774,92395,52715,32.566,32.564,-0.225502598,0,-0.006924479,0,0,1,0.361323,0,0.766925,0.22695
92774,93822,53851,5.933,5.928,-0.358182818,0,-0.060371282,0,1,1,0.361323,0,0.766925,0.442968
92774,93831,53860,16.053,15.947,-0.229698994,0,-0.014308789,0,1,1,0.361323,0,0.766925,0.285714
92774,93854,53883,13.413,13.407,-0.280460812,0,-0.020909626,0,1,1,0.361323,0,0.766925,0.22695
92774,93880,53909,16.786,16.784,-0.204541781,0,-0.01218526,0,1,1,0.361323,0.978947,0.766925,0
92774,93890,53919,36.962,36.959,-0.687022222,0,-0.018587258,0,1,1,0.361323,0,0.766925,0
92774,93893,53922,19.432,19.419,-0.603510746,0,-0.031057572,0,1,1,0.361323,0,0.766925,0
92774,94588,54267,10.643,10.639,-0.211409982,0,-0.019863759,0,1,1,0.361323,0,0.766925,0.285714
92774,94671,54350,17.044,15.458,-0.136082763,0,-0.007984203,0,0,2,0.361323,0,0.766925,0
92774,94672,54351,13.563,13.561,-0.191398517,0,-0.014111813,0,1,1,0.361323,0,0.766925,0
92774,94677,54356,16.447,16.444,0,0,0,0,0,1,0.361323,0,0.766925,0.22695
92774,94679,54358,75.141,64.26,0,0,0,0,0,2,0.361323,0,0.336529,0.442968
92774,94686,54365,6.378,6.377,-0.185722945,0,-0.029119308,0,1,1,0.361323,0,0.766925,0
92774,94697,54376,19.894,19.891,-0.120385853,0,-0.006051365,0,1,1,0.361323,0,0.766925,0.173913
92774,94707,54386,44.049,43.989,-0.154607796,0,-0.003509905,0,1,1,0.361323,0,0.766925,0
92774,94710,54389,8.647,8.645,-0.210262993,0,-0.024316294,0,1,1,0.361323,0,0.766925,0
92774,94722,54401,27.592,27.59,-0.169742637,0,-0.006151879,0,1,1,0.361323,0,0.766925,0.173913
92774,94732,54411,16.473,16.47,-0.272910231,0,-0.016567124,0,1,1,0.361323,0,0.766925,0.285714
92774,95002,54668,20.33,20.174,-0.356342727,0,-0.017527926,0,1,1,0.361323,0,0.766925,0
92774,97539,55564,28.839,28.836,-0.181589951,0,-0.00629668,0,0,1,0.361323,0,0.766925,0.181818
92774,97543,55565,47.457,47.455,-0.20310096,0,-0.004279684,0,0,1,0.361323,0,0.766925,0.442968
92774,97559,55569,34.23,25.876,4.69156186,1,0.137059943,1,0,1,0.4877755,0.23134325,0.766925,0.37570425
92774,97567,55571,58.346,58.343,-0.173114297,0,-0.002967029,0,0,1,0.361323,0,0.766925,0.285714
92774,97611,55582,36.305,16.547,0,0,0,0,0,3,0.361323,0,0.766925,0.540974667
92774,97623,55585,34.16,34.15,-0.088735651,0,-0.002597648,0,0,1,0.361323,0,0.766925,0.285714
92774,97631,55587,16.336,16.333,-0.176656031,0,-0.01081391,0,1,1,0.361323,0,0.766925,0.173913
92774,97643,55590,14.249,14.165,-0.08247861,0,-0.005788379,0,1,1,0.361323,0,0.766925,0.285714
92774,97650,55592,46.27,46.266,-0.223650229,0,-0.00483359,0,1,1,0.361323,0,0.766925,0.22695
92774,97655,55593,135.646,73.686,-0.24024571,0,-0.001771123,0,0,5,0.435301667,0.166666667,0.766925,0.295312
92774,97675,55598,22.886,22.884,-0.134845545,0,-0.005892054,0,0,1,0.361323,0,0.766925,0
92774,97711,55607,1359073.126,20.789,4.339217428,1,3.19E-06,0,0,8,0.361323,0,0.766925,0.697987
92774,97727,55611,40.799,29.807,2.917261844,1,0.071503268,0,0,2,0.765971,0,0.766925,0.442968
92774,97739,55614,45.429,45.37,-0.107211253,0,-0.002359974,0,0,1,0.361323,0,0.766925,0
92774,97743,55615,143.631,25.407,-0.170499198,0,-0.001187064,0,0,1,0.361323,0,0.766925,0.181818
92774,97751,55617,140.234,122.196,-0.246243361,0,-0.001755946,0,0,2,0.361323,0,0.766925,0.4624685
92774,97759,55619,50.988,50.978,-0.181746469,0,-0.003564495,0,0,1,0.361323,0,0.766925,0.285714
92774,107674,57377,5.858,5.856,0,0,0,0,0,1,0.361323,0,0.766925,0.181818
92774,107731,57386,25.952,25.936,0,0,0,0,1,1,0.361323,0,0.766925,0.051613
92774,107767,57392,11.651,11.648,0,0,0,0,0,1,0.361323,0,0.766925,0.285714
92774,107788,57395,45.517,45.454,0,0,0,0,1,1,0.361323,0,0.766925,0.697987
92774,107823,57400,6.35,6.342,0,0,0,0,0,1,0.361323,0,0.766925,0.181818
92774,107837,57402,24.39,24.389,0,0,0,0,0,1,0.361323,0,0.766925,0.762689
92774,107872,57407,24.787,24.785,0,0,0,0,0,1,0.361323,0,0.766925,0.22695
92774,108047,57444,18.571,18.57,0,0,0,0,0,1,0.361323,0,0.766925,0.285714
92774,108057,57446,7.866,7.864,0,0,0,0,0,1,0.361323,0,0.766925,0
92774,108072,57449,39.229,39.22,0,0,0,0,0,1,0.361323,0,0.766925,0.285714
92774,108102,57459,60.334,60.331,0,0,0,0,0,1,0.361323,0,0.766925,0.442968
92774,108142,57467,66.624,53.684,0,0,0,0,0,2,0.361323,0,0.766925,0.295312
92774,108182,57475,133.285,87.907,0,0,0,0,0,2,0.361323,0,0.766925,0.410755333
92774,108232,57485,48.497,48.49,0,0,0,0,1,1,0.361323,0,0.766925,0.285714
92774,122280,64230,4.404,4.389,-0.160141315,0,-0.036362696,0,1,1,0.361323,0,0.766925,0
92774,122307,64257,11.821,11.814,-0.164414,0,-0.013908637,0,1,1,0.361323,0,0.766925,1
