"ORLVOC","GENINF","NUMSER","CONFRM","VRBATN","NUMREV","LETPAT","PAIRCN","PHNPRO","NWDREP","STYREC","VAL","VISUAL","PICREC","age","gender"
46.2297761863296,62.7485376545569,55.9788716888713,40.0152682159633,42.3231747045163,41.3901983769315,55.9730543196035,42.4822767802814,50.7167508123491,52.588609850726,48.1674740615313,43.4055160296881,50.5718486985054,42.9013823515148,"G 6-8","female"
29.4121626963062,16.6959271465514,-1.60160037529815,30.6589091947079,12.5092914129777,22.5407112561867,4.43787057592331,14.4119082989141,29.6366807994149,33.3133662080582,36.6288197425323,33.9593642268903,29.2792430974155,33.8283300185785,"G 6-8","male"
46.3647988029937,45.1211237760738,40.7374420760246,40.9944537160108,34.500873198834,26.5840553614956,26.8953733446872,25.2641536156023,39.4043321004935,56.4657012511498,46.0384815888084,44.8846503838806,45.3087718635889,38.0615379061348,"G 6-8","female"
38.1213049827533,36.0126821427945,24.4879441408693,37.5484252964081,36.7230432459482,31.6027601188441,28.7338746953753,18.7614143419663,40.0135171530466,42.34548387561,40.3024363734253,43.0975453959414,35.8701973662685,45.8570698148363,"G 6-8","male"
28.3918574355177,24.636604838948,31.4388877617849,28.2083307969897,43.1539599698934,32.4944384318413,24.9742362100638,31.5385801353754,46.4548118878421,55.4993565309086,50.225419973347,46.7227697423819,43.8808395866262,40.4388443211195,"G 6-8","male"
46.4618745161981,39.8956080291785,34.0964156849952,30.8048442522625,45.4428584478033,40.7007282258847,24.1602805717368,2.23488990784188,36.0218881856942,37.623641377901,41.6999800488335,32.0534510013197,31.5278360525329,36.4835795724515,"G 6-8","female"
39.9780378505053,23.3555366498779,44.8486240112696,47.0812255682455,44.3140457625914,36.9437827221796,46.9526779698461,69.1763160557941,44.8515258968345,55.6684751951537,38.9473305222051,53.6773737640991,48.8766518712152,51.4874915334955,"G 6-8","female"
39.9984678215871,14.8191313708362,33.6004036432829,42.6159872425822,30.6232053122722,44.7092436383136,29.0566098369827,8.34638987482177,42.8236111661071,40.8496791752333,37.0095983737231,51.7177155400862,39.5956405969257,45.6864351554936,"G 6-8","female"
49.2316712464772,62.1463696733661,40.6930563900356,40.1492898456946,56.9632806162652,52.0799366544899,23.344016815636,32.4940602859108,54.9269185275135,42.7790150684726,48.016871707405,46.4053325629761,45.0263876808631,44.7126293362401,"G 6-8","male"
44.8322360253176,37.1316062300461,41.2031759619756,37.3165017722309,54.1938765482662,51.1670272684719,43.063227265046,4.96745545671675,48.4241754923513,40.0098532034255,40.9607975332361,51.9021801362016,40.0978299360913,50.8097197493988,"G 6-8","female"
45.1173642116939,62.0422353988502,47.2691227190402,53.9103374414562,46.126800177226,33.0916771019231,46.2388299024427,34.6389990847117,44.3890631809589,28.5491764728717,52.8226809984088,51.2209610358139,48.9094731778063,42.2907995673252,"G 6-8","male"
52.7758386330682,54.241954154829,40.1727625300994,49.1556147803363,30.8270619948412,37.2961741157876,58.0701019750734,67.3525725798226,43.2505602203751,35.478120573021,50.3863942083378,43.4216935288453,42.7590918266579,48.3247272699482,"G 6-8","male"
42.8429199096751,48.3841035186914,32.6958546169811,49.4534619326964,48.4286237417219,40.6164952374527,34.3628776293649,29.1849056890867,46.3525920904156,41.3031874385733,40.8655973540566,44.9118608153561,39.0768980495612,44.9039120065499,"G 6-8","female"
37.5344616006539,34.7387880185065,17.9333769838922,43.864410236378,22.7619348313963,34.783430191057,6.49014720529154,13.8345405178349,34.465555662892,39.3673543126433,42.8475846619731,48.1523389081512,45.491446349417,48.8116800598839,"G 6-8","male"
34.0149174254036,43.903546068003,24.073395521898,51.9024437503271,37.9471841458449,42.450546584393,13.3277482089611,7.43539106832932,41.6410223917966,45.0131350361338,40.5820664982872,47.3428521940338,42.4478886608127,41.6609084590369,"G 6-8","male"
34.5585024893188,24.3054122142287,14.5011635815693,43.0926690981481,32.7362619455146,20.2120440474926,29.3711663374504,15.5879204787171,36.3242508388342,45.9444627897314,49.0723864260026,45.889517022884,44.0443678510581,35.8504608371343,"G 6-8","female"
45.0018619820496,52.0422588210888,23.407391464385,32.5035989326,42.6898337312392,38.4302941539043,27.6457831935049,-7.18993734256025,38.9743745552236,38.8211382070972,40.805953459803,45.4972342913552,39.8931841724601,43.8875715403773,"G 6-8","male"
31.129449808113,35.1360006390098,41.7092665382031,41.1260192774083,46.7872829562327,40.6379871049001,47.0597548924566,31.3145786579925,37.882656271139,39.3014515970834,42.4809855038279,34.6414376512063,36.2514280131508,38.2569270258172,"G 6-8","male"
37.762595261653,43.070177488892,16.3405074137845,26.9517445450865,36.7637822561562,33.5282458135664,17.5621640544822,59.2344976062058,34.943374091309,49.1462694870944,34.5378017692957,37.182745102469,41.6388626783379,39.0017420589034,"G 6-8","male"
37.3878388189707,52.6880987809588,12.0284805932352,30.3433917008246,30.1976223111583,19.0968454266386,15.1128765203007,51.588766493051,35.8947819094829,42.8176151596708,37.728998281496,43.1404842063579,27.404794823422,36.6473782398046,"G 6-8","female"
35.0503551989546,33.1178411262466,22.4718089691442,39.6204530312166,36.5480765008425,22.9683038714736,30.0123553988457,26.8476105103423,28.973185703465,48.4242493105904,41.1953183768729,46.0565504246624,35.254423511832,39.7263310140855,"G 6-8","female"
39.1923465453154,47.6422040177187,27.5492092253958,35.32453105415,47.7374485186687,41.4667499150505,39.6538184988489,37.6770849001886,37.9188685110024,47.9318247001824,47.9275398214126,42.9381221289325,37.0684326585993,39.9087564126055,"G 6-8","male"
37.8585551525026,39.8818783932065,51.2550818236192,35.5819824784319,39.7283123786459,38.9662256425578,32.5110754392502,41.8793339111744,44.1176740917362,47.6533310731504,43.1325351120686,43.4799286719902,45.8909189745653,44.0400935537288,"G 6-8","male"
28.7940511897923,59.6468207377528,24.289037674679,34.896471117221,34.6888814414631,34.7670929911166,22.9061046736024,47.3590356464007,24.5951008208006,36.80905357106,37.4345305542585,34.55588017169,41.8084962621275,48.0006847149026,"G 6-8","female"
37.5756057881647,50.7647584474022,18.3055308982739,43.5572508385214,21.0045416220993,24.0971052850499,40.339334311686,58.1797808419759,32.0818330710848,37.3640803391007,43.5163679390787,42.9668547890347,42.50774702274,37.136931165209,"G 6-8","male"
32.4448233448589,43.3318513989788,28.2436612758148,43.7380067586776,34.4119062891384,32.3906016015822,45.6118059776016,35.0837200517279,47.7652872558312,26.0826435014835,35.8585535688891,51.7674693642046,41.1236039405357,41.9579569415549,"G 6-8","male"
47.0188337735302,59.6453568351643,32.3654389785225,50.4852359545643,36.7433598166991,53.8882422886296,32.9046833977466,10.403372698034,51.9963822977829,59.255926970857,43.0667766547299,55.1146803379273,45.6579759134389,51.0656338013893,"G 6-8","male"
46.5595836921527,46.3826388582311,29.4473205920798,40.2354527468424,44.1792430100042,54.3496349377146,61.8942336358488,48.4259932638912,46.0117796666087,52.8381777590153,43.8729789305391,49.2492581962087,40.960576299314,48.1202834111154,"G 6-8","male"
51.0169979188589,49.2558015334552,50.7361764185396,48.7991292890536,51.5142455785987,56.7201942278723,55.2041396107945,35.4045382753438,51.7357187516303,45.339400321725,44.8023623112942,53.9524334880663,42.3444664662155,47.2984306256779,"G 6-8","female"
54.9561066338221,29.3446401462809,54.7556708766965,53.1705967432659,52.5294513768298,47.2408144153306,53.5906003850968,102.233811752659,60.4258753085234,59.1421063307653,55.7801471474913,61.100175802005,53.3922878190672,63.7828294922303,"G 6-8","male"
41.6247992766102,32.1508062619015,20.5883541884758,39.9323389180228,32.8283634572098,42.8328949159404,33.5860458025359,4.74118124659451,46.1563442868079,38.6546856815374,41.0591688042875,42.1990907856743,31.8532841101558,40.1803810000302,"G 6-8","male"
29.8444874234228,33.7078371060014,20.9059595013969,36.3482228516898,32.7952271814421,31.7135509770784,36.0168956654368,20.9476178073724,35.8112697293343,37.0893240813971,35.425789681834,40.2938041423084,33.7740202641326,41.0787673535214,"G 6-8","male"
50.2690514660258,54.9578785802374,46.5282162600018,47.0960999543714,60.3858964074937,44.6673557917156,46.5984084965588,48.7008336925267,52.0415710282372,55.8131351748153,43.4303901172874,52.5137646382755,43.3190202798059,51.5625940748008,"G 6-8","male"
45.4973932846942,54.7960947529125,29.9939209877304,47.3737050476644,38.0434643169189,47.5913556305757,51.5325934819865,18.4431982140966,50.4265634844465,34.2280829773357,48.2550289972549,46.743536566809,51.5637659098287,50.1828383769273,"G 6-8","female"
39.648128953282,47.0476092227655,20.7728689128573,35.8862109116492,29.0977632952461,30.3714662012725,23.5577523220601,31.8867875072234,38.3914506431058,25.8038166699879,44.6011101297677,35.8491784930999,30.7357289662022,42.8044970003619,"G 6-8","female"
46.3487153577889,42.0377248280785,24.8197767543463,40.9341702186685,42.1128530486048,37.3605857889144,26.4197789309215,54.5555399048964,47.1395649469213,50.2715069281106,45.5001470381312,53.1253504550989,34.2295415750869,42.2604116854378,"G 6-8","male"
40.7795450107385,51.5396456147409,22.8857188229085,37.6442246839624,33.1893558899094,38.0583970249074,40.2139655896066,33.5050244576266,46.0896118136392,46.4891963212486,44.5120118857411,41.5369802163651,43.4261496577445,37.8764908609867,"G 6-8","male"
36.9008167817017,51.626556187694,15.1326703839361,31.8515862024906,46.747145521277,32.3995961500128,45.8935735724042,65.3089961649958,40.3890955932053,37.0344632509201,36.4029014967621,42.7866989824965,41.8630271031173,46.1324503874457,"G 6-8","female"
37.7252794796277,36.2691398717663,30.0365222563021,39.5886981489116,45.8589690227788,41.6866122861616,38.1958479594749,19.349112579637,46.9672151852768,46.3495668633317,48.5950105754805,52.146095038937,38.8441783363618,49.7953736700205,"G 6-8","male"
47.2437250802201,39.5764538663975,28.345165094298,39.3081076203437,52.9217339062509,43.0402152631993,35.3589476541251,42.459862231343,50.6536335318312,57.7883491014855,42.7996929360139,45.8659798471989,32.5220586911166,42.9495529244631,"G 6-8","male"
40.0478022000374,24.0786379364176,17.8151066996899,39.3579751071532,36.6098638259634,44.8734552479927,46.1621108760662,24.6998914769936,40.8486505675125,44.1078066463503,51.3086479336448,49.8807835455637,43.4847759690805,42.0065157292126,"G 6-8","female"
42.3552728370864,40.5710611083662,42.1639834468362,42.1603516734507,59.6327913506551,38.1993855953968,36.2858497295166,67.5459618773104,47.348593875343,43.3177218560212,49.1157112873996,54.4350124936005,36.1000161567589,41.8693957481233,"G 6-8","female"
42.4480102584847,36.2975608845736,27.1543621614218,45.6687678226864,43.0373034263328,46.8813977974267,71.1627258738922,27.2710979072416,46.6759663645101,40.3325554588513,40.0036788221686,45.363041923153,37.7990865254284,49.1654469246127,"G 6-8","female"
52.1113560253242,27.9291394757742,59.8213340181172,57.9994363518774,53.8669964114167,54.9660605288747,82.9672001408474,63.0424518138178,53.9073879502322,41.2252056757729,47.9021089560921,45.4551021154895,55.317238401238,58.9957665212234,"G 6-8","male"
44.1194171103703,52.5750951067731,22.1291351779409,44.5139672579705,56.8313986100952,42.703705115527,43.9590641080888,53.949061004544,48.0264304690998,50.6091041734711,40.2248908423102,54.1687508711741,41.6123993559406,41.2910238757216,"G 6-8","female"
40.7657498088338,43.7979282933537,33.001126930118,51.2452330980025,47.8702095062989,60.3898251370993,49.0906917886398,37.1698016528793,43.2779757662758,45.7674013982242,38.5743118948647,52.5312636973353,47.7572612552918,46.8385453033386,"G 6-8","female"
27.017256404547,27.7145592705782,1.45014772013083,22.1602925407253,31.578495730248,22.0716480709356,25.3753650045986,38.355847393115,32.2433835038995,35.8423530361103,38.594579278717,43.9052109308049,29.2804186023221,35.5848818390592,"G 6-8","male"
42.0997424984235,47.3194504250711,19.08756002655,34.25774993721,25.848997103782,31.8570278850441,49.9282764993727,36.6506756683395,37.2997986400492,43.1837262411384,46.7883663214784,47.318985816493,44.0489353942739,47.819883392083,"G 6-8","male"
35.7995832410639,33.4028449913825,30.443176084586,35.5038517206148,40.4122066093904,32.4878163310671,17.2251673049388,7.85040896514734,40.7756583200779,50.327001647456,41.8573178605779,42.3370830701649,36.4675879403983,40.2353184870707,"G 6-8","female"
34.3064525532156,21.7071073712976,28.77156776233,35.8436035731683,38.6932122058136,31.7620860545809,38.9091508752725,38.7754829828202,31.7813402587312,34.5807699884034,31.1179041687712,38.1860998583761,36.3281211123771,33.0409572449235,"G 6-8","male"
47.5121908064338,28.9699930176251,50.0515309098923,39.8683391604295,53.8378012935939,60.6865664727179,43.1764946855424,23.6991271790014,49.446092917087,45.4963438976415,47.3235547726539,54.34122218966,40.4514507967603,45.3543801853738,"G 6-8","female"
36.0203598942093,48.837033058978,31.9337785982071,42.4050288920376,34.2875432608177,50.8550449533241,57.217175657561,52.3720387595309,45.7468405180193,34.7866615900218,39.374081565705,54.9810567397484,41.7431361027942,40.5754693102654,"G 6-8","male"
41.9740109500485,28.5609032536481,43.644322278312,55.5179620424363,46.0770323479619,50.0109189249992,63.0602839639592,59.5148151052175,55.7983570663828,44.5625964855594,48.9315186697652,58.3854441291806,55.323640246987,50.9618240461398,"G 6-8","male"
32.7593025657915,29.4294113056019,32.954789403856,43.1775385050018,25.8339428954654,29.5741041331005,39.4246547711454,20.1153965284397,42.3876022361076,40.5035465968416,39.085443754385,46.3837863702688,45.799393591762,43.422159231118,"G 6-8","male"
44.1420069362371,50.2056689207795,45.535906036615,40.1683269773637,57.9180837218291,46.2243394063718,44.3516791074669,55.1438092339883,50.7102919275663,55.9560613564626,43.6348726629074,39.0667659072421,33.4158483320431,37.7306107985052,"G 6-8","female"
47.8406366018926,46.2579786946867,45.5669646278249,51.0130371121266,44.8450822576572,38.590471966023,31.068280747173,50.5154403947793,49.49248559244,55.1569624667141,41.5414736271743,47.3216956564433,46.7751966510511,47.2915863346096,"G 6-8","male"
44.2192833243537,26.0426039776231,53.7211729622886,53.6307334213501,31.1621496251648,31.3368090899871,39.0390571639211,40.852097145622,49.7352676151834,52.598846258394,49.3087477435047,47.9530796053541,46.9869637829474,43.251934889528,"G 6-8","female"
33.3044535933495,39.332257920615,15.8088644357239,35.2542586697757,30.3212093369221,26.412920861611,11.0913052061857,0.957116914375824,35.5681047696626,30.6094391656644,28.4892964370667,36.1164165091816,30.8438448954892,31.7002402258144,"G 6-8","male"
44.9308760215581,51.8346503453073,45.4897703676327,38.7918354373167,38.830460210398,38.0645579224853,59.3310098371558,37.8193658522636,41.3187921287643,45.3392586778527,47.8308601477384,41.3290787383808,45.6169263065713,48.6788504501907,"G 6-8","male"
39.7236016921392,39.4446191828628,32.7236161500608,44.1808423924647,52.6134831144176,45.9535821149238,34.0492062502746,50.7507065828972,41.0939382478634,59.8723326791616,43.6410912783983,47.7010300510339,47.913456568675,47.2602429538458,"G 6-8","male"
36.6436659315967,23.3533115551459,32.3513195529117,31.5109283043198,40.4161815219094,47.5450504125048,50.8511761095985,39.2148976320482,33.8906275041484,30.0282453016586,41.7127591776946,46.1984568734517,35.622056177468,45.7470888827777,"G 6-8","female"
36.7496349302185,48.9060780708082,30.8948763082952,38.1223359957514,29.4701081821059,41.6336119190805,45.7960231019899,38.6167071910451,40.1211244185498,39.0038268145603,42.2753403995048,43.1133906257128,41.2531407997704,44.680785150764,"G 6-8","female"
33.6803149816143,37.6026824968558,11.4389715282788,46.0504096006842,36.9404239454607,29.6592877302237,25.1068875118766,72.1704670166247,45.8345117699343,37.6542690738449,34.0190232861801,39.2901544478091,44.8953036263959,32.7466881535096,"G 6-8","male"
45.418910086958,40.5945120226011,47.7729675575852,54.3876019277383,46.5069851479542,48.7935574926893,70.1080705714589,60.9479844825344,47.8134481569889,42.9766677884698,50.6329372655821,52.7578017928221,50.7628067863139,61.7069356456365,"G 6-8","male"
45.7896893713947,31.7133999712812,50.3065176762683,48.1390813459125,53.4756012889045,41.2993117402819,44.6327609532234,65.1752206527405,41.5438374206065,51.7299474474933,50.3736104790098,45.6068973401762,37.8110225922687,50.7208673838889,"G 6-8","male"
35.0916064695365,53.1258122271852,29.0901383330153,29.5059413052252,34.611083696105,20.2379154890214,15.4936217628249,30.1860302967119,34.5255690185665,32.7434157900542,29.6609377824721,36.3950351698308,35.9565879579626,31.1192168799071,"G 6-8","male"
33.9170278271211,45.7830911700463,36.5596268019601,41.7785353144422,45.1048553501536,48.1041191039089,50.9398578573323,31.5630345040782,42.6243219552639,57.0205989666454,47.2338820560633,48.1816521603617,45.2943750633697,52.0570661161086,"G 6-8","female"
37.8694767519408,24.3434643556225,20.2675625176128,42.2033515982247,33.3912070431341,41.6985562115236,28.0116809537387,36.6206462197725,46.4956750668978,43.92280282413,42.2934723184159,45.0015346070499,45.8685832595515,39.1730641047734,"G 6-8","female"
37.7716279522486,40.1227803892351,6.43672274838434,39.5868220149113,41.8649956368024,28.5262590904013,17.3325060460386,45.7678664919824,36.7237466294898,63.1780243857203,43.9546563926144,47.4778400108615,40.7026085359191,58.1745630826318,"G 6-8","male"
51.0894555184243,60.8900090493484,43.6852100392301,50.1866307549487,56.632190208817,37.8215238804289,40.0905700034111,92.7706391415063,44.8387490220621,58.9782914878204,47.5805611643946,56.2524541546566,50.0133131403159,58.9970915141528,"G 6-8","male"
41.4730634040584,41.9251562645193,49.6103845470531,46.5611370256078,41.1868754443639,56.1296314583651,75.386219183588,44.2231722071239,50.4340156804484,47.2160875378432,41.3922107010912,57.3736779423539,47.6038075538692,58.2202311391893,"G 6-8","male"
51.0780135389735,40.3617192997459,43.9026932024442,58.3158357502319,47.7596934742702,60.0308402972225,51.3193843385017,26.9428762796687,55.4973210789057,51.7330714440657,52.9438872424737,50.9443521093019,48.5251530719698,45.0510904268953,"G 6-8","female"
29.0997246829158,30.0231094685928,12.0992167324042,23.8940693613402,49.1322557139053,27.462516959136,11.8735732037623,77.6758581330384,34.7863875695011,40.7282079550754,42.9045966716677,34.5797382101102,41.7242258275343,30.6200864905076,"G 6-8","male"
39.6369922773993,34.3025279870659,22.2916274184354,45.6204798262697,33.7641088097178,40.5663978169125,39.5766381806438,11.8031368570473,43.144770525449,40.5460915408757,39.7642663347518,57.3270066651372,40.150834627266,57.3923274694676,"G 6-8","male"
39.6116332317078,47.2013623059496,33.6664213478645,45.0927807691594,49.3130110526114,41.9119408225285,46.3793916750055,97.3042678397121,47.7740167243862,43.8184556833342,38.424804918331,41.8705137882974,35.8216152364998,43.3896589295425,"G 6-8","male"
47.528070855507,39.4568444707168,52.3753819563707,34.4890269197829,47.0954695821122,34.7641308712437,46.9645971935542,71.8899726412004,45.1151401632461,51.8312168463944,44.7357096269869,51.9045107081323,45.9340594425191,46.6056785658052,"G 6-8","male"
53.0548008504909,41.2660134863361,46.501957114445,58.1048911495812,36.4353801274498,37.2926286554259,45.5092927948628,49.6377377537545,46.408653446202,54.3386604869579,46.823238064784,36.3052233984685,46.421614244505,49.4961742096498,"G 6-8","female"
37.1379821318834,44.0019288844052,28.2194953816328,39.6568752005623,30.8167178883344,26.7236434923655,38.8024574763485,27.1493469131796,46.2465784048653,41.7836424419933,39.6737325786349,44.1329307476015,40.9390147174371,41.0550866181584,"G 6-8","female"
61.5345414044966,42.6161446961544,65.2615094133184,50.2162645939121,54.0461327868805,76.7392879951622,80.8670249847807,51.0102312144092,57.9534551629533,62.579111037138,52.3284028350772,46.307275275519,59.4240594961451,57.9273630597553,"G 6-8","male"
48.169196546101,43.5038853738448,41.3333615504737,36.5715025301007,38.3190646306675,43.6808696930917,56.771960569121,75.7267373125246,49.8216209965459,55.1360867346572,49.1457595055371,49.0734763948957,53.0154799538777,55.7964793913964,"G 6-8","female"
38.0819179196846,40.7341830323655,21.9026581214624,41.2323185726096,27.8007156607217,28.0958042570422,37.7101850548067,87.9517708699153,39.3083927920003,40.1943858567884,36.7607303317566,49.4732105703066,49.3062244205144,45.6435726868462,"G 6-8","female"
61.7221325352458,55.0194012184982,54.8223023661976,50.6098703064574,59.2695851475628,56.28762303758,55.5039784398684,19.5388879075797,56.9172801063843,52.6815250975029,51.0991712888162,56.1937471975152,50.2956130751449,49.4871601934137,"G 6-8","male"
37.2486760807142,39.4524151115778,30.1174879953704,47.6556205211655,33.3564400040839,43.2720891604657,24.3511673442463,84.692216240354,44.2142366708103,52.310054434677,36.8185004982993,46.6893229122248,48.8907333559752,43.1479869242104,"G 6-8","female"
40.9761604082729,61.4802652748024,42.6964303024908,49.8646227064455,47.5423560903546,42.3375523061662,54.4010838494629,-2.40065869915117,50.6124347479113,50.382116212339,47.3001143774995,48.4575147417466,59.199784236914,57.0518703135183,"G 6-8","female"
41.6290568950573,36.2388220085041,52.4960989631289,35.7673481953863,49.5336484684158,31.7553299649942,37.1655009447675,19.690858455139,45.112617359278,44.3518277744594,45.5647130648025,43.4482226728374,41.77534829289,38.5110229164862,"G 6-8","female"
45.2184135264236,30.9767531015317,45.5720294318416,47.4124753181056,54.0978761546923,40.815021482562,46.5634639816015,35.5050780644525,42.4045205964467,47.8616021185062,43.6686149641094,46.8506983721191,39.2374860307857,55.2825950649859,"G 6-8","male"
43.9009626801397,46.6659447442507,35.7252773810275,36.5911926380066,42.5602285108197,50.83977311251,50.0426303824344,16.8843841790533,41.3450120816292,53.2738303390436,44.179874848505,53.2201141275128,41.8669472655879,44.2082026375729,"G 6-8","female"
38.4457894433184,31.913091586037,38.5411433789011,39.0130306717415,32.2876909486267,35.7451989376129,43.8395388047254,12.824042907637,42.059387083373,33.3467105835629,39.7383350731038,39.1885245084552,30.3474903250401,39.6780132278709,"G 6-8","male"
39.2411149448364,41.03889580589,47.3972282619877,46.4650976425868,23.4389566398351,34.3133620857369,59.0689588706659,63.6241002338014,52.9855115873954,55.2187161247107,43.3242014316586,50.1656263274604,49.9919118684478,46.6227504212948,"G 6-8","female"
43.03477780043,44.3061666963296,57.4612150914676,38.2248930565414,42.0756108730637,38.3243579758091,43.8033047071741,55.4640387170112,42.9255872870669,46.7473123522843,51.3841038649858,46.9255598034124,40.5451769279581,53.4634402942755,"G 6-8","male"
41.9552604922218,56.4155068960608,38.0820808923433,44.7608435739221,41.9768644936165,42.9085063516958,51.2167459688637,19.9270282024319,48.8928531217999,50.4997514014832,44.5270521507196,50.969491277919,47.3601924804226,59.5542036949828,"G 6-8","female"
38.0018239888493,48.3873542289704,32.3270639075523,30.925181795872,51.5352550414275,56.0118301117188,47.0379643616139,57.5138255218323,43.7535906369894,46.899824691276,43.9106174196133,41.7019995798938,39.665377456571,48.5359348024932,"G 6-8","male"
37.6292384779679,15.4477052236562,32.9136759418754,25.3337454463608,33.7292890418788,43.2194367440947,47.7544496046867,65.9943888243681,48.3668822268023,37.0477383606381,37.3095503718473,51.0472295271565,31.8141556078536,37.2305852775632,"G 6-8","female"
48.3667251121228,47.8702513276363,35.0050044672344,44.8891007449956,47.108542568542,49.2892856367492,55.6083362677983,19.869813117098,50.6187815950543,43.8094707860381,50.7108088142804,58.4234742402256,46.815828115599,46.5895886182173,"G 6-8","female"
41.0480839970459,46.5611470732026,43.6275102763214,40.4611203948423,50.253523578376,38.8539743725352,65.9203263577822,56.4701174127221,41.13296211384,45.2806201731742,48.8100754952213,52.173455348728,41.6516406708483,50.0080473737609,"G 6-8","female"
33.7096901955523,47.568452590637,14.1919465602594,36.3214624434837,44.198329669644,37.9111392668793,37.5852267703224,-0.481168874248453,41.6569351251467,42.2579978935345,42.2441087470837,43.0205680877662,37.586489978361,44.9021956370977,"G 6-8","male"
50.484036091828,54.0689489232401,29.0577179731539,46.8737896013416,41.4773921588738,38.7190639624638,25.6021641157062,10.8353608471645,47.201423102992,47.4397224477456,48.0707460185771,44.1851028762669,42.9180586382143,54.5067177471567,"G 6-8","female"
41.8163197022092,40.9821579921997,34.6001245005299,23.6226763828691,37.360871134316,33.1049765575713,29.2339539055777,44.8008467803516,37.3671661024836,48.2367923617173,44.5872700754113,37.9656319768159,35.7028721055529,46.2783297548839,"G 6-8","female"
28.8966665636018,33.4505848264387,7.70945028213243,39.522028797316,25.5471305691999,21.8728165425012,6.4444614106868,44.2556592823406,37.6766708893586,41.6336933827387,33.0297208590594,32.395389779296,44.1268042974815,47.930696540464,"G 6-8","male"
40.0731506724425,38.7613238835123,29.1240292412468,45.8269123317869,36.3431721331493,26.6211272209859,28.4271348521512,43.7709066719619,43.3191214733506,43.5037061599468,46.1267306734024,45.3169243905257,41.6815932872344,47.9222167535046,"G 6-8","male"
40.8734653150483,34.3194471143728,34.5651014399115,44.5752355159779,37.5784905989469,44.9677657001187,40.1835048162541,16.6141543820402,41.349758042999,45.8577301008079,41.4984317423067,47.3015949843854,37.2222806041888,42.2908478775483,"G 6-8","female"
50.4424826375286,38.1963338702749,51.3786026518316,53.5199947308675,56.3504477973762,59.561651341369,61.1498152313137,35.8350094540896,45.1798652950246,54.7860558512243,51.6260088284166,43.6278727790566,56.7583068759727,53.5377252787077,"G 6-8","male"
34.9948941396438,42.4308227298308,9.35160723497016,35.187643545258,29.2367260650226,29.119760225543,7.48750124068088,12.5625344484613,38.0058381584731,49.1090826185031,44.2848724528526,54.3157458073179,42.4584446718025,45.8761807601391,"G 6-8","female"
28.2165727854753,27.3587693610589,16.6204879423925,31.9150948328091,28.8737736161814,25.6159441402436,29.0712534212506,18.4389493606997,30.4219798377204,39.9099754684871,41.8320672155243,47.8026147291745,36.2348953140363,44.0713293806104,"G 6-8","male"
